,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
4586,MI,140000.0,< 1 year,chief procurement officer,MORTGAGE,783.07,25000,debt_consolidation,36 months,0.0797,26489.0,15.0,112.0,20.0,15.0,2,0.0,11.0,1.0,8.0,0.0,0.0,9,33.3,1,18,25271.0,Fully Paid
4587,FL,40000.0,10+ years,manager,RENT,244.69,7000,major_purchase,36 months,0.1559,3244.0,136.0,92.0,1.0,1.0,0,68.0,5.0,5.0,5.0,0.0,2.0,6,0.0,0,11,19462.0,Charged Off
4588,CO,60000.0,10+ years,technician,MORTGAGE,101.8,3000,major_purchase,36 months,0.1349,50725.0,105.0,88.0,27.0,11.0,2,0.0,2.0,4.0,3.0,0.0,1.0,5,100.0,1,10,39129.0,Fully Paid
4589,CA,100960.0,10+ years,broker associate,RENT,293.29,9200,credit_card,36 months,0.0917,2628.0,145.0,396.0,11.0,11.0,3,69.0,25.0,8.0,9.0,0.0,1.0,11,50.0,1,46,28906.0,Fully Paid
4590,CA,30000.0,1 year,advisor,MORTGAGE,312.86,10000,debt_consolidation,36 months,0.0789,55816.0,138.0,126.0,28.0,19.0,2,14.0,6.0,4.0,2.0,0.0,0.0,3,50.0,0,17,12584.0,Fully Paid
4591,CA,155000.0,< 1 year,ICT expert,MORTGAGE,471.71,15000,other,36 months,0.0824,48245.0,13.0,175.0,6.0,1.0,5,0.0,5.0,2.0,4.0,0.0,2.0,7,33.3,0,14,49632.0,Fully Paid
4592,TX,45000.0,7 years,manager,MORTGAGE,122.47,3600,home_improvement,36 months,0.1367,9488.0,117.0,31.0,7.0,3.0,1,0.0,2.0,7.0,6.0,0.0,6.0,10,0.0,0,14,23429.0,Fully Paid
4593,OH,90000.0,10+ years,sales rep,MORTGAGE,907.73,35000,debt_consolidation,60 months,0.1899,16604.0,171.0,340.0,9.0,9.0,1,0.0,28.0,6.0,16.0,0.0,3.0,19,75.0,0,43,121677.0,Charged Off
4594,IL,60000.0,10+ years,ICT expert,RENT,620.75,20000,other,36 months,0.0735,8954.0,177.0,144.0,8.0,5.0,1,0.0,8.0,17.0,5.0,0.0,2.0,19,66.7,0,32,68405.0,Fully Paid
4598,TN,100000.0,10+ years,title i facilitator,MORTGAGE,853.22,28000,debt_consolidation,36 months,0.0611,13010.0,193.0,227.0,1.0,1.0,4,0.0,14.0,25.0,13.0,0.0,5.0,27,12.5,0,47,146624.0,Charged Off
4599,MS,56675.0,4 years,technician,MORTGAGE,1298.41,40000,debt_consolidation,36 months,0.1041,5593.0,159.0,204.0,91.0,91.0,1,0.0,8.0,3.0,9.0,0.0,0.0,10,85.7,0,15,33595.0,Charged Off
4600,CT,97000.0,3 years,engineer,MORTGAGE,637.58,20000,credit_card,36 months,0.0917,33363.0,135.0,216.0,29.0,27.0,3,17.0,8.0,19.0,6.0,0.0,0.0,16,50.0,0,44,134266.0,Fully Paid
4601,MA,49382.0,3 years,benefit and eligibility social worker,RENT,604.01,21000,debt_consolidation,60 months,0.2399,2126.0,122.0,168.0,3.0,3.0,3,61.0,15.0,3.0,25.0,0.0,9.0,27,45.5,0,44,51015.0,Charged Off
4602,GA,61465.0,7 years,technology,OWN,667.06,20000,debt_consolidation,36 months,0.1229,18415.0,95.0,159.0,12.0,7.0,4,0.0,7.0,7.0,5.0,0.0,5.0,11,100.0,0,26,45912.0,Fully Paid
4603,OK,140000.0,2 years,manager,RENT,693.37,22000,debt_consolidation,36 months,0.0839,4931.0,139.0,174.0,11.0,11.0,3,3.0,8.0,12.0,6.0,0.0,1.0,7,20.0,0,36,29584.0,Fully Paid
4604,MO,55000.0,2 years,nurse,MORTGAGE,198.8,5000,debt_consolidation,36 months,0.25,8896.0,81.0,56.0,42.0,11.0,1,34.0,1.0,11.0,3.0,0.0,1.0,9,100.0,0,17,57864.0,Fully Paid
4605,CA,65000.0,5 years,foreman,MORTGAGE,712.96,20000,credit_card,36 months,0.1699,22977.0,21.0,127.0,10.0,3.0,2,32.0,7.0,2.0,10.0,0.0,4.0,13,50.0,0,16,13888.0,Charged Off
4606,NE,47000.0,10+ years,production worker,MORTGAGE,236.07,10000,debt_consolidation,60 months,0.1465,10781.0,139.0,252.0,6.0,6.0,3,44.0,8.0,7.0,6.0,0.0,4.0,8,100.0,0,25,19106.0,Fully Paid
4607,NV,30000.0,2 years,shift lead massage therapist,RENT,183.26,5000,moving,36 months,0.1899,1452.0,78.0,33.0,11.0,10.0,0,0.0,3.0,4.0,5.0,0.0,2.0,8,66.7,0,9,10162.0,Fully Paid
4608,FL,90000.0,3 years,manager,RENT,712.96,20000,debt_consolidation,36 months,0.1699,873.0,144.0,20.0,4.0,4.0,0,0.0,12.0,7.0,15.0,0.0,12.0,18,0.0,1,29,13968.0,Charged Off
4609,NC,30000.0,1 year,clerk,RENT,355.68,12000,credit_card,60 months,0.2549,4185.0,136.0,135.0,4.0,4.0,0,33.0,10.0,18.0,13.0,0.0,5.0,15,80.0,0,39,54399.0,Charged Off
4610,MN,40000.0,10+ years,cotodian,RENT,386.63,10000,credit_card,36 months,0.2291,2082.0,12.0,149.0,15.0,12.0,0,0.0,7.0,1.0,12.0,0.0,1.0,12,0.0,0,16,22906.0,Charged Off
4611,AL,45000.0,10+ years,phifer,MORTGAGE,122.82,4000,small_business,36 months,0.0662,17093.0,162.0,198.0,4.0,4.0,1,0.0,15.0,9.0,6.0,0.0,2.0,8,100.0,0,38,49782.0,Fully Paid
4612,DC,43000.0,2 years,scheduler & legislative aide,RENT,261.88,8000,credit_card,36 months,0.1099,4373.0,82.0,84.0,40.0,15.0,0,20.0,4.0,11.0,2.0,1.0,0.0,6,100.0,0,15,26235.0,Fully Paid
4613,FL,42304.0,10+ years,contract staff,RENT,402.54,12000,debt_consolidation,36 months,0.1269,2036.0,109.0,176.0,16.0,16.0,0,0.0,16.0,4.0,18.0,0.0,0.0,19,90.0,0,29,36648.0,Fully Paid
4614,FL,34000.0,9 years,field tech,MORTGAGE,316.37,9000,debt_consolidation,36 months,0.1599,13513.0,115.0,261.0,3.0,3.0,2,22.0,9.0,2.0,9.0,1.0,6.0,11,14.3,0,21,23361.0,Fully Paid
4615,FL,65000.0,10+ years,supervisor,MORTGAGE,122.18,3500,moving,36 months,0.1549,22310.0,186.0,142.0,22.0,5.0,3,0.0,7.0,25.0,4.0,0.0,3.0,10,100.0,0,39,92555.0,Fully Paid
4616,TX,85000.0,1 year,licensed production associate,MORTGAGE,922.93,28000,debt_consolidation,36 months,0.1147,9887.0,149.0,134.0,7.0,7.0,4,0.0,6.0,4.0,13.0,0.0,2.0,15,80.0,0,23,29750.0,Fully Paid
4617,PA,75000.0,5 years,supervisor,MORTGAGE,331.97,11200,credit_card,60 months,0.2549,12875.0,67.0,200.0,1.0,1.0,1,0.0,12.0,6.0,14.0,0.0,6.0,17,37.5,0,27,77096.0,Charged Off
4618,NY,68000.0,10+ years,school staff,MORTGAGE,649.3,20000,debt_consolidation,36 months,0.1042,11641.0,146.0,161.0,7.0,7.0,3,0.0,10.0,19.0,12.0,0.0,1.0,20,44.4,0,40,181855.0,Fully Paid
4619,CT,108000.0,6 years,university of saint joseph,MORTGAGE,460.56,15000,debt_consolidation,36 months,0.0662,34041.0,109.0,257.0,5.0,5.0,7,30.0,9.0,3.0,12.0,0.0,4.0,15,0.0,0,33,51668.0,Fully Paid
4620,NY,49900.0,3 years,chase,RENT,398.92,11950,debt_consolidation,36 months,0.1235,1704.0,46.0,105.0,8.0,8.0,0,0.0,7.0,2.0,5.0,0.0,1.0,5,100.0,0,20,8522.0,Fully Paid
4621,GA,72000.0,6 years,detective sgt,MORTGAGE,515.16,21000,debt_consolidation,60 months,0.164,23259.0,151.0,58.0,3.0,3.0,2,0.0,8.0,6.0,9.0,0.0,6.0,12,0.0,0,17,29967.0,Fully Paid
4623,GA,52000.0,< 1 year,accountant,OWN,341.73,10000,debt_consolidation,36 months,0.1399,3535.0,91.0,377.0,22.0,22.0,0,11.0,14.0,9.0,6.0,0.0,0.0,9,66.7,0,32,31817.0,Fully Paid
4624,PA,91000.0,10+ years,manager,RENT,235.18,10000,debt_consolidation,60 months,0.1448,3252.0,61.0,292.0,7.0,5.0,0,41.0,10.0,7.0,17.0,0.0,2.0,21,60.0,1,24,68292.0,Fully Paid
4625,CO,30000.0,1 year,team lead,OWN,239.52,7000,debt_consolidation,36 months,0.1408,2156.0,24.0,39.0,1.0,1.0,0,16.0,6.0,1.0,10.0,0.0,2.0,11,50.0,0,12,23720.0,Fully Paid
4626,MA,32000.0,2 years,group leader,RENT,443.96,14000,debt_consolidation,36 months,0.0881,911.0,14.0,108.0,3.0,3.0,0,0.0,10.0,2.0,15.0,0.0,4.0,17,0.0,0,19,15490.0,Fully Paid
4628,VA,47000.0,3 years,counselor,MORTGAGE,399.02,11625,home_improvement,36 months,0.143,18123.0,37.0,37.0,4.0,4.0,1,0.0,2.0,5.0,7.0,0.0,3.0,12,100.0,0,14,36164.0,Charged Off
4629,GA,32450.0,3 years,nurse,MORTGAGE,289.1,8400,debt_consolidation,36 months,0.1449,812.0,122.0,415.0,5.0,5.0,2,65.0,5.0,3.0,7.0,5.0,2.0,9,50.0,1,25,6499.0,Fully Paid
4630,CA,80000.0,1 year,accountant,OWN,671.86,20000,debt_consolidation,36 months,0.1279,5971.0,94.0,114.0,7.0,5.0,0,14.0,3.0,9.0,7.0,0.0,2.0,11,33.3,0,17,59709.0,Fully Paid
4631,AZ,150000.0,8 years,manager,MORTGAGE,848.51,40000,home_improvement,60 months,0.0993,23499.0,131.0,135.0,2.0,2.0,3,0.0,25.0,12.0,13.0,0.0,8.0,18,0.0,0,57,144374.0,Charged Off
4632,AZ,114000.0,10+ years,honeywell,MORTGAGE,684.8,25000,home_improvement,60 months,0.216,45594.0,138.0,134.0,28.0,7.0,6,40.0,14.0,24.0,3.0,0.0,1.0,7,50.0,0,49,126496.0,Fully Paid
4633,MN,37000.0,4 years,shipping/reciving,OWN,269.52,8000,other,36 months,0.1299,5614.0,20.0,48.0,16.0,16.0,0,0.0,3.0,1.0,3.0,0.0,0.0,4,100.0,0,4,22455.0,Fully Paid
4634,TX,181640.0,10+ years,admin officer/administrator,MORTGAGE,743.91,24000,credit_card,36 months,0.0726,10503.0,146.0,399.0,7.0,7.0,1,8.0,14.0,6.0,13.0,0.0,1.0,16,20.0,0,29,53843.0,Fully Paid
4636,IL,72000.0,1 year,director,RENT,277.44,12475,debt_consolidation,60 months,0.1199,3333.0,160.0,205.0,2.0,2.0,0,0.0,8.0,7.0,10.0,0.0,2.0,14,25.0,0,23,43329.0,Charged Off
4637,KS,31000.0,< 1 year,driver,RENT,258.76,12000,credit_card,60 months,0.1064,3890.0,112.0,74.0,12.0,12.0,0,0.0,4.0,9.0,3.0,0.0,1.0,7,0.0,0,15,27229.0,Fully Paid
4638,IL,84000.0,3 years,assistant,RENT,1091.36,30000,debt_consolidation,36 months,0.1845,10059.0,100.0,85.0,19.0,19.0,0,15.0,5.0,32.0,5.0,2.0,0.0,12,0.0,0,50,120711.0,Charged Off
4639,KS,100000.0,10+ years,rn,MORTGAGE,668.95,18000,debt_consolidation,36 months,0.2,9952.0,37.0,208.0,5.0,5.0,1,0.0,9.0,1.0,12.0,0.0,6.0,14,60.0,0,23,35583.0,Fully Paid
4640,NJ,51000.0,10+ years,supervisor,OWN,204.96,6200,debt_consolidation,36 months,0.1167,3388.0,147.0,265.0,8.0,5.0,1,24.0,20.0,10.0,11.0,0.0,5.0,13,12.5,0,38,40654.0,Fully Paid
4641,FL,60000.0,2 years,senior paralegal,OWN,275.33,8000,debt_consolidation,36 months,0.1449,1250.0,72.0,41.0,2.0,2.0,0,0.0,6.0,18.0,10.0,0.0,7.0,28,16.7,0,28,34990.0,Charged Off
4642,MI,50000.0,5 years,clerk,MORTGAGE,463.64,15000,credit_card,36 months,0.0707,4505.0,131.0,168.0,20.0,20.0,0,0.0,8.0,3.0,6.0,0.0,0.0,7,0.0,0,20,31532.0,Fully Paid
4644,CO,56000.0,10+ years,manager,MORTGAGE,228.66,7300,debt_consolidation,36 months,0.0797,2962.0,52.0,195.0,17.0,4.0,0,0.0,5.0,2.0,3.0,0.0,1.0,4,100.0,0,11,11846.0,Fully Paid
4645,CA,97500.0,6 years,consultant,RENT,216.83,7200,credit_card,36 months,0.0532,4963.0,24.0,210.0,17.0,11.0,0,61.0,7.0,2.0,2.0,0.0,1.0,4,0.0,0,13,19853.0,Fully Paid
4646,TX,76400.0,< 1 year,floor tech,RENT,335.87,15000,debt_consolidation,60 months,0.1229,7462.0,189.0,232.0,5.0,5.0,2,0.0,10.0,16.0,6.0,0.0,1.0,8,100.0,0,32,59696.0,Charged Off
4647,IL,94000.0,< 1 year,nurse,MORTGAGE,717.28,22500,debt_consolidation,36 months,0.0917,36162.0,122.0,158.0,21.0,18.0,4,0.0,13.0,5.0,6.0,0.0,0.0,9,100.0,0,31,50182.0,Charged Off
4648,NY,40000.0,< 1 year,technician,RENT,266.52,7075,debt_consolidation,36 months,0.2099,5272.0,55.0,113.0,18.0,3.0,0,0.0,4.0,6.0,4.0,0.0,1.0,5,100.0,0,12,21089.0,Fully Paid
4649,NM,44000.0,10+ years,operator,RENT,315.17,10000,debt_consolidation,36 months,0.0839,5126.0,135.0,117.0,41.0,30.0,0,45.0,7.0,6.0,7.0,0.0,0.0,8,66.7,0,15,41004.0,Fully Paid
4650,NY,53000.0,10+ years,ICT expert,RENT,547.61,22250,debt_consolidation,60 months,0.1655,2023.0,119.0,119.0,7.0,7.0,0,0.0,10.0,3.0,9.0,0.0,1.0,10,77.8,0,13,20226.0,Charged Off
4652,PA,70000.0,10+ years,asset managment,MORTGAGE,849.48,25000,debt_consolidation,36 months,0.1359,26180.0,59.0,209.0,12.0,4.0,4,43.0,5.0,3.0,2.0,0.0,2.0,6,100.0,0,13,37754.0,Fully Paid
4653,NY,65000.0,< 1 year,accountant,RENT,521.93,16000,debt_consolidation,36 months,0.1075,2323.0,7.0,53.0,2.0,2.0,0,0.0,8.0,1.0,11.0,0.0,3.0,12,0.0,0,15,27872.0,Fully Paid
4654,CT,60000.0,< 1 year,medical,MORTGAGE,926.59,30000,debt_consolidation,36 months,0.0702,13581.0,61.0,273.0,25.0,20.0,5,0.0,17.0,2.0,18.0,0.0,0.0,20,0.0,0,43,43029.0,Fully Paid
4655,ME,78000.0,5 years,analyst,MORTGAGE,771.59,25000,debt_consolidation,36 months,0.0697,20191.0,122.0,395.0,11.0,6.0,2,28.0,5.0,8.0,7.0,1.0,3.0,12,75.0,0,21,49860.0,Fully Paid
4656,NM,50000.0,8 years,customer service,RENT,489.45,20000,debt_consolidation,60 months,0.1629,3591.0,106.0,124.0,4.0,4.0,1,73.0,5.0,11.0,6.0,0.0,3.0,8,0.0,1,25,28724.0,Charged Off
4658,PA,50000.0,10+ years,top executive,OWN,513.33,14400,credit_card,36 months,0.1699,2115.0,139.0,159.0,3.0,3.0,0,14.0,11.0,6.0,12.0,0.0,4.0,15,37.5,0,23,27492.0,Fully Paid
4659,CT,65000.0,10+ years,mechanic,RENT,343.24,10000,car,36 months,0.143,32966.0,122.0,80.0,30.0,2.0,2,43.0,5.0,14.0,5.0,0.0,4.0,8,0.0,0,22,103942.0,Fully Paid
4660,TX,80000.0,10+ years,officer,OWN,370.68,10775,credit_card,36 months,0.1446,43485.0,185.0,157.0,16.0,16.0,5,81.0,8.0,8.0,6.0,0.0,0.0,9,80.0,0,22,61674.0,Fully Paid
4661,CO,52000.0,3 years,manager,RENT,513.88,20000,debt_consolidation,60 months,0.1855,2108.0,154.0,242.0,10.0,10.0,0,0.0,12.0,1.0,8.0,0.0,1.0,8,60.0,0,18,16861.0,Fully Paid
4662,NY,55000.0,2 years,driver,RENT,329.48,10000,debt_consolidation,36 months,0.1144,1498.0,43.0,211.0,4.0,4.0,0,15.0,8.0,2.0,6.0,1.0,3.0,7,20.0,0,14,10484.0,Fully Paid
4663,NH,75000.0,10+ years,prison staff,MORTGAGE,559.28,16000,debt_consolidation,36 months,0.1559,10456.0,205.0,179.0,1.0,1.0,4,35.0,6.0,9.0,15.0,0.0,7.0,23,66.7,0,33,103609.0,Fully Paid
4664,FL,50000.0,2 years,mechanic,MORTGAGE,369.21,11000,credit_card,36 months,0.1273,2214.0,128.0,144.0,10.0,10.0,1,27.0,4.0,6.0,8.0,0.0,1.0,9,0.0,1,23,17710.0,Fully Paid
4665,GA,40000.0,< 1 year,prison staff,OWN,340.18,10000,vacation,36 months,0.1367,3223.0,55.0,44.0,8.0,6.0,0,0.0,3.0,17.0,7.0,0.0,4.0,19,33.3,0,24,61244.0,Charged Off
4666,NE,45000.0,1 year,school staff,RENT,385.8,12000,credit_card,36 months,0.0975,4222.0,105.0,99.0,12.0,10.0,0,0.0,12.0,17.0,7.0,0.0,3.0,20,16.7,0,32,84438.0,Fully Paid
4667,MA,120000.0,6 years,nurse,RENT,1247.68,35000,debt_consolidation,36 months,0.1699,7401.0,106.0,101.0,49.0,14.0,0,0.0,3.0,3.0,9.0,0.0,0.0,11,100.0,0,13,74011.0,Fully Paid
4668,CA,42000.0,10+ years,technician,RENT,157.97,4475,other,36 months,0.1629,10035.0,84.0,145.0,4.0,4.0,0,25.0,6.0,13.0,4.0,0.0,3.0,8,66.7,0,23,80279.0,Fully Paid
4669,RI,83428.0,10+ years,school staff,RENT,629.19,18000,debt_consolidation,36 months,0.1559,15696.0,12.0,121.0,71.0,12.0,2,13.0,3.0,1.0,3.0,0.0,1.0,5,100.0,0,6,38170.0,Fully Paid
4670,FL,35000.0,3 years,manager,RENT,429.03,14000,debt_consolidation,36 months,0.0649,1957.0,164.0,143.0,9.0,9.0,0,14.0,7.0,13.0,5.0,0.0,1.0,11,25.0,0,23,21528.0,Fully Paid
4671,CA,142000.0,10+ years,operator,MORTGAGE,486.26,20000,debt_consolidation,60 months,0.1599,18507.0,183.0,171.0,6.0,5.0,4,0.0,20.0,9.0,17.0,0.0,3.0,22,33.3,0,41,119028.0,Fully Paid
4672,FL,43000.0,10+ years,manager,MORTGAGE,285.8,12000,debt_consolidation,60 months,0.1505,25871.0,118.0,36.0,19.0,19.0,2,0.0,2.0,3.0,6.0,0.0,0.0,8,100.0,0,11,29479.0,Charged Off
4673,IL,205000.0,< 1 year,director,RENT,444.79,20000,debt_consolidation,60 months,0.1199,4442.0,150.0,225.0,1.0,1.0,2,9.0,8.0,8.0,9.0,0.0,2.0,12,0.0,0,33,44419.0,Fully Paid
4674,CA,120000.0,7 years,general foreman plumber,RENT,550.14,24000,debt_consolidation,60 months,0.1333,3777.0,112.0,119.0,10.0,10.0,0,63.0,4.0,2.0,5.0,0.0,1.0,6,66.7,0,9,22661.0,Fully Paid
4675,WA,65000.0,8 years,evergreen hospital,MORTGAGE,336.61,8875,other,36 months,0.2149,44894.0,162.0,173.0,8.0,8.0,11,35.0,5.0,10.0,5.0,0.0,3.0,8,100.0,0,31,52550.0,Fully Paid
4676,WV,130000.0,3 years,nurse,MORTGAGE,398.52,12000,debt_consolidation,36 months,0.1199,6046.0,108.0,133.0,5.0,4.0,0,23.0,4.0,23.0,3.0,1.0,2.0,12,50.0,0,28,72557.0,Fully Paid
4677,NY,75000.0,< 1 year,nurse,MORTGAGE,488.88,14400,debt_consolidation,36 months,0.1353,7426.0,208.0,114.0,6.0,6.0,1,0.0,8.0,10.0,15.0,0.0,3.0,19,50.0,0,31,46981.0,Fully Paid
4678,NJ,65000.0,10+ years,admin officer/administrator,MORTGAGE,283.03,9000,debt_consolidation,36 months,0.0824,2548.0,79.0,279.0,8.0,8.0,1,25.0,11.0,5.0,18.0,0.0,1.0,20,0.0,1,40,50960.0,Fully Paid
4679,CT,103000.0,10+ years,school staff,MORTGAGE,808.54,24000,debt_consolidation,36 months,0.1299,4730.0,269.0,213.0,11.0,8.0,4,57.0,12.0,14.0,12.0,0.0,2.0,16,57.1,1,36,56761.0,Fully Paid
4680,CA,61165.52,8 years,analyst,OWN,321.11,9600,credit_card,36 months,0.1249,14036.0,112.0,138.0,7.0,7.0,2,0.0,8.0,7.0,15.0,0.0,3.0,21,40.0,0,31,39837.0,Fully Paid
4681,VA,97000.0,5 years,sra,MORTGAGE,358.59,15000,credit_card,60 months,0.1522,35804.0,106.0,205.0,8.0,5.0,1,29.0,6.0,9.0,8.0,0.0,3.0,13,50.0,0,19,149226.0,Fully Paid
4682,IL,60000.0,4 years,manager,RENT,550.07,15000,other,36 months,0.1903,9698.0,119.0,157.0,9.0,7.0,0,51.0,2.0,12.0,5.0,0.0,5.0,6,100.0,0,18,58187.0,Fully Paid
4683,FL,70000.0,10+ years,dental,RENT,246.07,7000,other,36 months,0.1599,3850.0,124.0,154.0,8.0,8.0,0,0.0,4.0,4.0,6.0,0.0,1.0,8,66.7,0,14,30796.0,Fully Paid
4684,SC,93000.0,10+ years,principal,MORTGAGE,917.97,35000,debt_consolidation,60 months,0.1952,19176.0,149.0,313.0,37.0,8.0,4,6.0,4.0,13.0,4.0,0.0,1.0,14,33.3,0,23,125407.0,Fully Paid
4685,TX,143630.0,7 years,manager,MORTGAGE,740.22,23800,debt_consolidation,36 months,0.0749,25765.0,119.0,117.0,6.0,6.0,6,0.0,9.0,14.0,12.0,0.0,2.0,16,14.3,0,35,51864.0,Fully Paid
4686,PA,80000.0,10+ years,driver,MORTGAGE,654.68,20000,debt_consolidation,36 months,0.1099,39188.0,136.0,162.0,107.0,5.0,1,34.0,5.0,8.0,3.0,0.0,1.0,6,100.0,0,17,18517.0,Fully Paid
4687,CA,86000.0,2 years,human resources,RENT,204.17,6700,credit_card,36 months,0.0611,3215.0,217.0,195.0,18.0,18.0,0,0.0,8.0,33.0,7.0,0.0,0.0,21,0.0,0,43,67515.0,Fully Paid
4688,WA,71000.0,10+ years,mechanic,RENT,137.98,4000,debt_consolidation,36 months,0.1465,4333.0,128.0,170.0,3.0,1.0,1,0.0,11.0,30.0,7.0,0.0,11.0,9,40.0,0,49,34662.0,Fully Paid
4689,GA,200000.0,10+ years,architect,MORTGAGE,1234.91,40000,debt_consolidation,36 months,0.0699,32409.0,136.0,308.0,4.0,4.0,9,16.0,10.0,17.0,9.0,0.0,1.0,13,22.2,0,41,130717.0,Fully Paid
4690,FL,80000.0,3 years,top executive,RENT,472.14,20000,debt_consolidation,60 months,0.1465,6854.0,89.0,95.0,43.0,22.0,1,32.0,6.0,9.0,6.0,0.0,0.0,8,40.0,0,19,54828.0,Charged Off
4691,MD,93000.0,< 1 year,manager,RENT,613.27,18800,debt_consolidation,36 months,0.1075,16122.0,163.0,349.0,36.0,12.0,0,18.0,5.0,16.0,2.0,0.0,1.0,8,0.0,0,23,128976.0,Fully Paid
4692,NY,35000.0,1 year,account specialist,RENT,77.43,2400,vacation,36 months,0.0999,1562.0,129.0,183.0,4.0,4.0,0,0.0,15.0,6.0,14.0,0.0,4.0,17,22.2,0,28,26561.0,Charged Off
4694,AZ,122000.0,10+ years,nurse,MORTGAGE,1211.18,39000,debt_consolidation,36 months,0.0739,7519.0,135.0,387.0,1.0,1.0,4,0.0,36.0,13.0,31.0,0.0,8.0,35,14.3,0,61,65903.0,Fully Paid
4695,PA,68000.0,4 years,manager,MORTGAGE,435.37,13300,debt_consolidation,36 months,0.1099,17721.0,109.0,128.0,2.0,2.0,3,37.0,5.0,2.0,5.0,0.0,1.0,7,66.7,0,15,3091.0,Fully Paid
4696,MA,60000.0,1 year,school staff,RENT,263.78,8000,debt_consolidation,36 months,0.1149,4256.0,127.0,129.0,3.0,3.0,0,36.0,9.0,10.0,6.0,0.0,3.0,8,0.0,0,19,34045.0,Fully Paid
4697,NJ,145000.0,10+ years,director,OWN,212.43,10000,other,60 months,0.0999,34439.0,110.0,278.0,42.0,30.0,4,28.0,3.0,4.0,6.0,0.0,0.0,9,0.0,0,19,51617.0,Fully Paid
4698,IL,130000.0,7 years,officer,MORTGAGE,693.21,20000,debt_consolidation,36 months,0.1499,24818.0,111.0,115.0,27.0,10.0,1,0.0,14.0,15.0,10.0,0.0,2.0,14,80.0,0,32,104348.0,Fully Paid
4699,CA,165000.0,1 year,physician,MORTGAGE,686.48,20000,small_business,36 months,0.143,43311.0,136.0,166.0,3.0,3.0,1,26.0,10.0,16.0,10.0,0.0,9.0,12,0.0,0,33,12037.0,Fully Paid
4700,CA,120000.0,2 years,technician,MORTGAGE,659.81,20000,debt_consolidation,36 months,0.1153,386.0,157.0,226.0,4.0,4.0,1,27.0,4.0,7.0,3.0,0.0,2.0,3,33.3,0,20,1157.0,Fully Paid
4701,NJ,250000.0,10+ years,manager,MORTGAGE,556.37,18000,debt_consolidation,36 months,0.0707,36496.0,128.0,218.0,12.0,7.0,7,11.0,18.0,7.0,10.0,0.0,3.0,15,0.0,0,37,130279.0,Fully Paid
4702,NC,29000.0,5 years,secretary,RENT,238.41,11200,debt_consolidation,60 months,0.1008,2708.0,85.0,70.0,22.0,10.0,0,0.0,6.0,13.0,10.0,0.0,1.0,11,0.0,0,33,29790.0,Fully Paid
4703,IL,62000.0,3 years,writer,RENT,466.83,19775,debt_consolidation,60 months,0.1465,4783.0,67.0,98.0,9.0,9.0,0,5.0,6.0,22.0,9.0,0.0,1.0,13,0.0,0,41,57398.0,Fully Paid
4704,FL,150000.0,1 year,manager,RENT,805.86,25000,debt_consolidation,36 months,0.0993,4343.0,107.0,119.0,14.0,14.0,0,4.0,4.0,4.0,6.0,1.0,0.0,7,0.0,0,12,30398.0,Fully Paid
4705,TX,49000.0,5 years,driver,MORTGAGE,338.63,10000,home_improvement,36 months,0.1335,461.0,121.0,246.0,19.0,5.0,1,64.0,16.0,12.0,9.0,0.0,1.0,11,0.0,1,37,3226.0,Fully Paid
4706,CO,120000.0,10+ years,manager,MORTGAGE,481.84,16000,credit_card,36 months,0.0532,11157.0,172.0,124.0,3.0,3.0,4,0.0,20.0,7.0,24.0,0.0,2.0,27,0.0,0,52,26662.0,Fully Paid
4707,VA,98400.0,4 years,analyst,MORTGAGE,420.88,15400,debt_consolidation,60 months,0.2149,53347.0,121.0,230.0,4.0,4.0,4,93.0,8.0,6.0,8.0,0.0,5.0,9,40.0,1,24,9025.0,Fully Paid
4708,TN,68000.0,10+ years,professor,MORTGAGE,684.49,28000,debt_consolidation,60 months,0.1624,24707.0,128.0,364.0,1.0,1.0,3,57.0,12.0,2.0,10.0,0.0,1.0,12,42.9,0,25,37386.0,Fully Paid
4709,AR,52000.0,5 years,ozark guidance center,MORTGAGE,535.59,19400,credit_card,60 months,0.2198,5868.0,149.0,158.0,5.0,1.0,0,30.0,13.0,8.0,6.0,0.0,2.0,10,50.0,0,29,52813.0,Fully Paid
4710,KS,90000.0,10+ years,downing & lahey mortuary,MORTGAGE,1112.7,33000,credit_card,36 months,0.1305,6563.0,118.0,173.0,43.0,12.0,3,21.0,17.0,13.0,11.0,0.0,1.0,14,62.5,0,36,44463.0,Fully Paid
4711,NC,60000.0,< 1 year,fabricator,MORTGAGE,1032.49,30000,debt_consolidation,36 months,0.1449,14695.0,301.0,217.0,6.0,6.0,3,0.0,9.0,19.0,6.0,0.0,2.0,13,0.0,0,40,60967.0,Fully Paid
4713,OH,147660.0,10+ years,intervention specialist,MORTGAGE,840.2,35000,debt_consolidation,60 months,0.1541,24280.0,207.0,326.0,6.0,6.0,2,49.0,4.0,18.0,6.0,0.0,3.0,12,100.0,1,29,146736.0,Fully Paid
